gene_id,gene_name,gene_chr,gene_start,gene_end,gene_strand,gene_length,gene_biotype,gene_description
b3321,rpsJ,NC_000913.3,3452959,3453270,-,312,protein_coding,30S ribosomal subunit protein S10&&sp|A7ZSL0|RS10_ECO24 30S ribosomal protein S10 OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=rpsJ PE=3 SV=1 && PF00338:Ribosomal protein S10p/S20e
b0607,uspG,NC_000913.3,641439,641867,-,429,protein_coding,universal stress protein G&&sp|P39177|USPG_ECOLI Universal stress protein UP12 OS=Escherichia coli (strain K12) OX=83333 GN=uspG PE=1 SV=2 && PF00582:Universal stress protein family
b3305,rplF,NC_000913.3,3445607,3446140,-,534,protein_coding,50S ribosomal subunit protein L6&&sp|A7ZSJ4|RL6_ECO24 50S ribosomal protein L6 OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=rplF PE=3 SV=1 && PF00347:Ribosomal protein L6
b3986,rplL,NC_000913.3,4180560,4180925,+,366,protein_coding,50S ribosomal subunit protein L12&&sp|A7ZUK0|RL7_ECO24 50S ribosomal protein L7/L12 OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=rplL PE=3 SV=1 && PF16320:Ribosomal protein L7/L12 dimerisation domain|PF00542:Ribosomal protein L7/L12 C-terminal domain
b4000,hupA,NC_000913.3,4200281,4200553,+,273,protein_coding,DNA-binding protein HU-alpha&&sp|P0ACF2|DBHA_ECO57 DNA-binding protein HU-alpha OS=Escherichia coli O157:H7 OX=83334 GN=hupA PE=3 SV=1 && PF00216:Bacterial DNA-binding protein
b3303,rpsE,NC_000913.3,3444726,3445229,-,504,protein_coding,"30S ribosomal subunit protein S5&&sp|A8AQJ8|RS5_CITK8 30S ribosomal protein S5 OS=Citrobacter koseri (strain ATCC BAA-895 / CDC 4225-83 / SGSC4696) OX=290338 GN=rpsE PE=3 SV=1 && PF03719:Ribosomal protein S5, C-terminal domain|PF00333:Ribosomal protein S5, N-terminal domain"
b2426,ucpA,NC_000913.3,2543832,2544623,-,792,protein_coding,oxidoreductase UcpA&&sp|P37440|UCPA_ECOLI Oxidoreductase UcpA OS=Escherichia coli (strain K12) OX=83333 GN=ucpA PE=1 SV=3 && PF13561:Enoyl-(Acyl carrier protein) reductase
b4401,arcA,NC_000913.3,4639590,4640306,-,717,protein_coding,"DNA-binding transcriptional dual regulator ArcA&&sp|P0A9Q3|ARCA_ECO57 Aerobic respiration control protein ArcA OS=Escherichia coli O157:H7 OX=83334 GN=arcA PE=3 SV=1 && PF00486:Transcriptional regulatory protein, C terminal|PF00072:Response regulator receiver domain"
b0929,ompF,NC_000913.3,985894,986982,-,1089,protein_coding,outer membrane porin F&&sp|P02931|OMPF_ECOLI Outer membrane porin F OS=Escherichia coli (strain K12) OX=83333 GN=ompF PE=1 SV=1 && PF00267:Gram-negative porin
b3341,rpsG,NC_000913.3,3473542,3474081,-,540,protein_coding,30S ribosomal subunit protein S7&&sp|C4ZUJ6|RS7_ECOBW 30S ribosomal protein S7 OS=Escherichia coli (strain K12 / MC4100 / BW2952) OX=595496 GN=rpsG PE=3 SV=1 && PF00177:Ribosomal protein S7p/S5e
b0836,bssR,NC_000913.3,878248,878631,+,384,protein_coding,regulator of biofilm formation&&sp|P0AAY2|BSSR_ECO57 Biofilm regulator BssR OS=Escherichia coli O157:H7 OX=83334 GN=bssR PE=3 SV=1 && PF10799:Biofilm formation protein (YliH/bssR)
b3116,tdcC,NC_000913.3,3263686,3265017,-,1332,protein_coding,threonine/serine:H(+) symporter&&sp|A7ZS06|TDCC_ECO24 Threonine/serine transporter TdcC OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=tdcC PE=3 SV=1 && PF03222:Tryptophan/tyrosine permease family
b0096,lpxC,NC_000913.3,106557,107474,+,918,protein_coding,UDP-3-O-acyl-N-acetylglucosamine deacetylase&&sp|A7ZHI7|LPXC_ECO24 UDP-3-O-acyl-N-acetylglucosamine deacetylase OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=lpxC PE=3 SV=1 && PF03331:UDP-3-O-acyl N-acetylglycosamine deacetylase
b3312,rpmC,NC_000913.3,3448568,3448759,-,192,protein_coding,50S ribosomal subunit protein L29&&sp|A7ZSK1|RL29_ECO24 50S ribosomal protein L29 OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=rpmC PE=3 SV=1 && PF00831:Ribosomal L29 protein
b4243,ridA,NC_000913.3,4470527,4470913,-,387,protein_coding,enamine/imine deaminase%2C redox-regulated chaperone&&sp|P0AF94|RIDA_ECOL6 2-iminobutanoate/2-iminopropanoate deaminase OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=yjgF PE=3 SV=2 && PF01042:Endoribonuclease L-PSP
b0724,sdhB,NC_000913.3,757689,758405,+,717,protein_coding,succinate:quinone oxidoreductase%2C iron-sulfur cluster binding protein&&sp|P07014|SDHB_ECOLI Succinate dehydrogenase iron-sulfur subunit OS=Escherichia coli (strain K12) OX=83333 GN=sdhB PE=1 SV=1 && PF13085:2Fe-2S iron-sulfur cluster binding domain|PF13534:4Fe-4S dicluster domain
b0118,acnB,NC_000913.3,131615,134212,+,2598,protein_coding,AcnB&&sp|P36683|ACNB_ECOLI Aconitate hydratase B OS=Escherichia coli (strain K12) OX=83333 GN=acnB PE=1 SV=3 && PF11791:Aconitate B N-terminal domain|PF06434:Aconitate hydratase 2 N-terminus|PF00330:Aconitase family (aconitate hydratase)
b3301,rplO,NC_000913.3,3444105,3444539,-,435,protein_coding,"50S ribosomal subunit protein L15&&sp|C4ZUF6|RL15_ECOBW 50S ribosomal protein L15 OS=Escherichia coli (strain K12 / MC4100 / BW2952) OX=595496 GN=rplO PE=3 SV=1 && PF00828:Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A"
b3113,tdcF,NC_000913.3,3259721,3260110,-,390,protein_coding,putative enamine/imine deaminase&&sp|P0AGL3|TDCF_ECOL6 Putative reactive intermediate deaminase TdcF OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=tdcF PE=3 SV=1 && PF01042:Endoribonuclease L-PSP
b3295,rpoA,NC_000913.3,3440040,3441029,-,990,protein_coding,"RNA polymerase subunit alpha&&sp|A8AQJ0|RPOA_CITK8 DNA-directed RNA polymerase subunit alpha OS=Citrobacter koseri (strain ATCC BAA-895 / CDC 4225-83 / SGSC4696) OX=290338 GN=rpoA PE=3 SV=1 && PF01193:RNA polymerase Rpb3/Rpb11 dimerisation domain|PF01000:RNA polymerase Rpb3/RpoA insert domain|PF03118:Bacterial RNA polymerase, alpha chain C terminal domain"
b3984,rplA,NC_000913.3,4178879,4179583,+,705,protein_coding,50S ribosomal subunit protein L1&&sp|A7ZUJ7|RL1_ECO24 50S ribosomal protein L1 OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=rplA PE=3 SV=1 && PF00687:Ribosomal protein L1p/L10e family
b3296,rpsD,NC_000913.3,3441055,3441675,-,621,protein_coding,30S ribosomal subunit protein S4&&sp|A8AQJ1|RS4_CITK8 30S ribosomal protein S4 OS=Citrobacter koseri (strain ATCC BAA-895 / CDC 4225-83 / SGSC4696) OX=290338 GN=rpsD PE=3 SV=1 && PF00163:Ribosomal protein S4/S9 N-terminal domain|PF01479:S4 domain
b3340,fusA,NC_000913.3,3471400,3473514,-,2115,protein_coding,"elongation factor G&&sp|A7ZSL5|EFG_ECO24 Elongation factor G OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=fusA PE=3 SV=1 && PF03144:Elongation factor Tu domain 2|PF03764:Elongation factor G, domain IV|PF00009:Elongation factor Tu GTP binding domain|PF14492:Elongation Factor G, domain II|PF00679:Elongation factor G C-terminus"
b4034,malE,NC_000913.3,4245229,4246419,-,1191,protein_coding,maltose ABC transporter periplasmic binding protein&&sp|P0AEY0|MALE_ECO57 Maltose/maltodextrin-binding periplasmic protein OS=Escherichia coli O157:H7 OX=83334 GN=malE PE=1 SV=1 && PF13416:Bacterial extracellular solute-binding protein
b2592,clpB,NC_000913.3,2731600,2734173,-,2574,protein_coding,"chaperone protein ClpB&&sp|P63285|CLPB_ECO57 Chaperone protein ClpB OS=Escherichia coli O157:H7 OX=83334 GN=clpB PE=3 SV=1 && PF07724:AAA domain (Cdc48 subfamily)|PF17871:AAA lid domain|PF02861:Clp amino terminal domain, pathogenicity island component|PF00004:ATPase family associated with various cellular activities (AAA)|PF10431:C-terminal, D2-small domain, of ClpB protein"
b2239,glpQ,NC_000913.3,2349935,2351011,-,1077,protein_coding,"glycerophosphoryl diester phosphodiesterase GlpQ&&sp|P09394|GLPQ_ECOLI Glycerophosphodiester phosphodiesterase, periplasmic OS=Escherichia coli (strain K12) OX=83333 GN=glpQ PE=1 SV=2 && PF03009:Glycerophosphoryl diester phosphodiesterase family"
b2935,tktA,NC_000913.3,3079644,3081635,-,1992,protein_coding,"transketolase 1&&sp|P27302|TKT1_ECOLI Transketolase 1 OS=Escherichia coli (strain K12) OX=83333 GN=tktA PE=1 SV=5 && PF02779:Transketolase, pyrimidine binding domain|PF02780:Transketolase, C-terminal domain|PF00456:Transketolase, thiamine diphosphate binding domain"
b0880,cspD,NC_000913.3,922366,922590,-,225,protein_coding,DNA replication inhibitor CspD&&sp|P0A970|CSPD_ECO57 Cold shock-like protein CspD OS=Escherichia coli O157:H7 OX=83334 GN=cspD PE=3 SV=1 && PF00313:'Cold-shock' DNA-binding domain
b3565,xylA,NC_000913.3,3729443,3730765,-,1323,protein_coding,xylose isomerase&&sp|C4ZXF6|XYLA_ECOBW Xylose isomerase OS=Escherichia coli (strain K12 / MC4100 / BW2952) OX=595496 GN=xylA PE=3 SV=1 && -
b0882,clpA,NC_000913.3,923264,925540,+,2277,protein_coding,"ATP-dependent Clp protease ATP-binding subunit ClpA&&sp|P0ABI1|CLPA_ECO57 ATP-dependent Clp protease ATP-binding subunit ClpA OS=Escherichia coli O157:H7 OX=83334 GN=clpA PE=3 SV=1 && PF02861:Clp amino terminal domain, pathogenicity island component|PF07724:AAA domain (Cdc48 subfamily)|PF17871:AAA lid domain|PF00004:ATPase family associated with various cellular activities (AAA)|PF10431:C-terminal, D2-small domain, of ClpB protein"
b4151,frdD,NC_000913.3,4379007,4379366,-,360,protein_coding,fumarate reductase membrane protein FrdD&&sp|B7UPX3|FRDD_ECO27 Fumarate reductase subunit D OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=frdD PE=3 SV=1 && PF02313:Fumarate reductase subunit D
b3186,rplU,NC_000913.3,3333140,3333451,-,312,protein_coding,50S ribosomal subunit protein L21&&sp|A7ZS83|RL21_ECO24 50S ribosomal protein L21 OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=rplU PE=3 SV=1 && PF00829:Ribosomal prokaryotic L21 protein
b2572,rseA,NC_000913.3,2708754,2709404,-,651,protein_coding,"anti-sigma-E factor RseA&&sp|P0AFX8|RSEA_ECOL6 Anti-sigma-E factor RseA OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=rseA PE=3 SV=1 && PF03872:Anti sigma-E protein RseA, N-terminal domain|PF03873:Anti sigma-E protein RseA, C-terminal domain"
b2415,ptsH,NC_000913.3,2533764,2534021,+,258,protein_coding,phosphocarrier protein HPr&&sp|P0AA06|PTHP_ECO57 Phosphocarrier protein HPr OS=Escherichia coli O157:H7 OX=83334 GN=ptsH PE=3 SV=1 && PF00381:PTS HPr component phosphorylation site
b2323,fabB,NC_000913.3,2440385,2441605,-,1221,protein_coding,"3-oxoacyl-[acyl carrier protein] synthase 1&&sp|P0A954|FABB_ECOL6 3-oxoacyl-[acyl-carrier-protein] synthase 1 OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=fabB PE=3 SV=1 && PF00109:Beta-ketoacyl synthase, N-terminal domain|PF02801:Beta-ketoacyl synthase, C-terminal domain"
b3510,hdeA,NC_000913.3,3656408,3656740,-,333,protein_coding,periplasmic acid stress chaperone HdeA&&sp|P0AET0|HDEA_ECO57 Acid stress chaperone HdeA OS=Escherichia coli O157:H7 OX=83334 GN=hdeA PE=3 SV=1 && PF06411:HdeA/HdeB family
b4036,lamB,NC_000913.3,4247971,4249311,+,1341,protein_coding,maltose outer membrane channel/phage lambda receptor protein&&sp|C5A130|LAMB_ECOBW Maltoporin OS=Escherichia coli (strain K12 / MC4100 / BW2952) OX=595496 GN=lamB PE=3 SV=1 && PF02264:LamB porin
b4252,tabA,NC_000913.3,4474862,4475314,+,453,protein_coding,DUF386 domain-containing toxin-antitoxin biofilm protein TabA&&sp|P0AF96|TABA_ECOLI Toxin-antitoxin biofilm protein TabA OS=Escherichia coli (strain K12) OX=83333 GN=tabA PE=1 SV=1 && PF04074:YhcH/YjgK/YiaL
b4152,frdC,NC_000913.3,4379377,4379772,-,396,protein_coding,fumarate reductase membrane protein FrdC&&sp|A7ZV25|FRDC_ECO24 Fumarate reductase subunit C OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=frdC PE=3 SV=1 && PF02300:Fumarate reductase subunit C
b2997,hybO,NC_000913.3,3145143,3146261,-,1119,protein_coding,"hydrogenase 2 small subunit&&sp|P69743|MBHT_ECO57 Hydrogenase-2 small chain OS=Escherichia coli O157:H7 OX=83334 GN=hybO PE=3 SV=1 && PF14720:NiFe/NiFeSe hydrogenase small subunit C-terminal|PF01058:NADH ubiquinone oxidoreductase, 20 Kd subunit"
b4002,zraP,NC_000913.3,4201263,4201688,-,426,protein_coding,signaling pathway modulator ZraP&&sp|P0AAB0|ZRAP_ECO57 Zinc resistance-associated protein OS=Escherichia coli O157:H7 OX=83334 GN=zraP PE=3 SV=1 && PF13801:Heavy-metal resistance
b2957,ansB,NC_000913.3,3099682,3100728,-,1047,protein_coding,"L-asparaginase 2&&sp|P00805|ASPG2_ECOLI L-asparaginase 2 OS=Escherichia coli (strain K12) OX=83333 GN=ansB PE=1 SV=2 && PF00710:Asparaginase, N-terminal|PF17763:Glutaminase/Asparaginase C-terminal domain"
b0169,rpsB,NC_000913.3,189874,190599,+,726,protein_coding,30S ribosomal subunit protein S2&&sp|B7UIL4|RS2_ECO27 30S ribosomal protein S2 OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=rpsB PE=3 SV=1 && PF00318:Ribosomal protein S2
b1002,agp,NC_000913.3,1065585,1066826,+,1242,protein_coding,glucose-1-phosphatase&&sp|P19926|AGP_ECOLI Glucose-1-phosphatase OS=Escherichia coli (strain K12) OX=83333 GN=agp PE=1 SV=1 && PF00328:Histidine phosphatase superfamily (branch 2)
b3298,rpsM,NC_000913.3,3442115,3442471,-,357,protein_coding,30S ribosomal subunit protein S13&&sp|P0A7T1|RS13_ECO57 30S ribosomal protein S13 OS=Escherichia coli O157:H7 OX=83334 GN=rpsM PE=3 SV=2 && PF00416:Ribosomal protein S13/S18
b2840,ygeA,NC_000913.3,2979943,2980635,-,693,protein_coding,amino acid racemase YgeA&&sp|P03813|YGEA_ECOLI Broad specificity amino-acid racemase YgeA OS=Escherichia coli (strain K12) OX=83333 GN=ygeA PE=1 SV=1 && PF01177:Asp/Glu/Hydantoin racemase
b2242,glpB,NC_000913.3,2354265,2355524,+,1260,protein_coding,anaerobic glycerol-3-phosphate dehydrogenase subunit B&&sp|C4ZU83|GLPB_ECOBW Anaerobic glycerol-3-phosphate dehydrogenase subunit B OS=Escherichia coli (strain K12 / MC4100 / BW2952) OX=595496 GN=glpB PE=3 SV=1 && PF00890:FAD binding domain
b3041,ribB,NC_000913.3,3183813,3184466,-,654,protein_coding,"3%2C4-dihydroxy-2-butanone-4-phosphate synthase&&sp|A7ZRS4|RIBB_ECO24 3,4-dihydroxy-2-butanone 4-phosphate synthase OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=ribB PE=3 SV=1 && PF00926:3,4-dihydroxy-2-butanone 4-phosphate synthase"
b2870,ygeW,NC_000913.3,3006262,3007452,+,1191,protein_coding,"putative carbamoyltransferase YgeW&&sp|Q8FE91|YGEW_ECOL6 Putative carbamoyltransferase YgeW OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=ygeW PE=3 SV=1 && PF02729:Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain|PF00185:Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain"
b3306,rpsH,NC_000913.3,3446153,3446545,-,393,protein_coding,30S ribosomal subunit protein S8&&sp|A8AQK2|RS8_CITK8 30S ribosomal protein S8 OS=Citrobacter koseri (strain ATCC BAA-895 / CDC 4225-83 / SGSC4696) OX=290338 GN=rpsH PE=3 SV=1 && PF00410:Ribosomal protein S8
b3300,secY,NC_000913.3,3442766,3444097,-,1332,protein_coding,Sec translocon subunit SecY&&sp|P0AGA4|SECY_ECO57 Protein translocase subunit SecY OS=Escherichia coli O157:H7 OX=83334 GN=secY PE=3 SV=1 && PF00344:SecY translocase
b0623,cspE,NC_000913.3,657292,657501,+,210,protein_coding,transcription antiterminator and regulator of RNA stability CspE&&sp|P0A974|CSPE_ECO57 Cold shock-like protein CspE OS=Escherichia coli O157:H7 OX=83334 GN=cspE PE=3 SV=2 && PF00313:'Cold-shock' DNA-binding domain
b4172,hfq,NC_000913.3,4400288,4400596,+,309,protein_coding,RNA-binding protein Hfq&&sp|A8AMM9|HFQ_CITK8 RNA-binding protein Hfq OS=Citrobacter koseri (strain ATCC BAA-895 / CDC 4225-83 / SGSC4696) OX=290338 GN=hfq PE=3 SV=1 && PF17209:Hfq protein
b0893,serS,NC_000913.3,939428,940720,+,1293,protein_coding,"serine--tRNA ligase&&sp|A7ZJW2|SYS_ECO24 Serine--tRNA ligase OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=serS PE=3 SV=1 && PF02403:Seryl-tRNA synthetase N-terminal domain|PF00587:tRNA synthetase class II core domain (G, H, P, S and T)"
b3284,smg,NC_000913.3,3431991,3432464,-,474,protein_coding,DUF494 domain-containing protein Smg&&sp|C4ZUD9|SMG_ECOBW Protein Smg OS=Escherichia coli (strain K12 / MC4100 / BW2952) OX=595496 GN=smg PE=3 SV=1 && PF04361:Protein of unknown function (DUF494)
b3320,rplC,NC_000913.3,3452297,3452926,-,630,protein_coding,50S ribosomal subunit protein L3&&sp|A7ZSK9|RL3_ECO24 50S ribosomal protein L3 OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=rplC PE=3 SV=1 && PF00297:Ribosomal protein L3
b3983,rplK,NC_000913.3,4178447,4178875,+,429,protein_coding,"50S ribosomal subunit protein L11&&sp|A7ZUJ6|RL11_ECO24 50S ribosomal protein L11 OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=rplK PE=3 SV=1 && PF00298:Ribosomal protein L11, RNA binding domain|PF03946:Ribosomal protein L11, N-terminal domain"
b3304,rplR,NC_000913.3,3445244,3445597,-,354,protein_coding,"50S ribosomal subunit protein L18&&sp|A8AQJ9|RL18_CITK8 50S ribosomal protein L18 OS=Citrobacter koseri (strain ATCC BAA-895 / CDC 4225-83 / SGSC4696) OX=290338 GN=rplR PE=3 SV=1 && PF00861:Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast"
b2241,glpA,NC_000913.3,2352647,2354275,+,1629,protein_coding,anaerobic glycerol-3-phosphate dehydrogenase subunit A&&sp|P0A9C1|GLPA_ECO57 Anaerobic glycerol-3-phosphate dehydrogenase subunit A OS=Escherichia coli O157:H7 OX=83334 GN=glpA PE=3 SV=1 && PF04324:BFD-like [2Fe-2S] binding domain|PF01266:FAD dependent oxidoreductase
b3024,ygiW,NC_000913.3,3169284,3169676,-,393,protein_coding,BOF family protein YgiW&&sp|P0ADU6|YGIW_ECO57 Protein YgiW OS=Escherichia coli O157:H7 OX=83334 GN=ygiW PE=3 SV=1 && PF04076:Bacterial OB fold (BOF) protein
b0440,hupB,NC_000913.3,461451,461723,+,273,protein_coding,DNA-binding protein HU-beta&&sp|P0ACF6|DBHB_ECO57 DNA-binding protein HU-beta OS=Escherichia coli O157:H7 OX=83334 GN=hupB PE=3 SV=1 && PF00216:Bacterial DNA-binding protein
b4255,rraB,NC_000913.3,4478473,4478889,+,417,protein_coding,ribonuclease E inhibitor protein B&&sp|P0AF91|RRAB_ECO57 Regulator of ribonuclease activity B OS=Escherichia coli O157:H7 OX=83334 GN=rraB PE=3 SV=1 && PF06877:Regulator of ribonuclease activity B
b0911,rpsA,NC_000913.3,961995,963668,+,1674,protein_coding,30S ribosomal subunit protein S1&&sp|P0AG69|RS1_ECO57 30S ribosomal protein S1 OS=Escherichia coli O157:H7 OX=83334 GN=rpsA PE=3 SV=1 && PF00575:S1 RNA binding domain
b3098,yqjD,NC_000913.3,3249375,3249680,+,306,protein_coding,ribosome- and membrane-associated DUF883 domain-containing protein YqjD&&sp|P64583|YQJD_ECO57 Uncharacterized protein YqjD OS=Escherichia coli O157:H7 OX=83334 GN=yqjD PE=3 SV=1 && PF05957:Bacterial protein of unknown function (DUF883)
b4240,treB,NC_000913.3,4464759,4466180,-,1422,protein_coding,"trehalose-specific PTS enzyme IIBC component&&sp|P36672|PTTBC_ECOLI PTS system trehalose-specific EIIBC component OS=Escherichia coli (strain K12) OX=83333 GN=treB PE=1 SV=4 && PF00367:phosphotransferase system, EIIB|PF02378:Phosphotransferase system, EIIC"
b4314,fimA,NC_000913.3,4543115,4543663,+,549,protein_coding,"type 1 fimbriae major subunit&&sp|P04128|FIMA1_ECOLI Type-1 fimbrial protein, A chain OS=Escherichia coli (strain K12) OX=83333 GN=fimA PE=1 SV=2 && PF00419:Fimbrial protein"
b2872,ygeY,NC_000913.3,3008764,3009975,+,1212,protein_coding,putative peptidase YgeY&&sp|P65809|YGEY_ECO57 Uncharacterized protein YgeY OS=Escherichia coli O157:H7 OX=83334 GN=ygeY PE=3 SV=1 && PF01546:Peptidase family M20/M25/M40|PF07687:Peptidase dimerisation domain
b2243,glpC,NC_000913.3,2355521,2356711,+,1191,protein_coding,anaerobic glycerol-3-phosphate dehydrogenase subunit C&&sp|P0A997|GLPC_ECO57 Anaerobic glycerol-3-phosphate dehydrogenase subunit C OS=Escherichia coli O157:H7 OX=83334 GN=glpC PE=3 SV=1 && PF02754:Cysteine-rich domain|PF13183:4Fe-4S dicluster domain
b0726,sucA,NC_000913.3,758706,761507,+,2802,protein_coding,"subunit of E1(0) component of 2-oxoglutarate dehydrogenase&&sp|P0AFG5|ODO1_ECO57 2-oxoglutarate dehydrogenase E1 component OS=Escherichia coli O157:H7 OX=83334 GN=sucA PE=3 SV=1 && PF16078:2-oxoglutarate dehydrogenase N-terminus|PF02779:Transketolase, pyrimidine binding domain|PF16870:2-oxoglutarate dehydrogenase C-terminal|PF00676:Dehydrogenase E1 component"
b3962,sthA,NC_000913.3,4159390,4160790,-,1401,protein_coding,"soluble pyridine nucleotide transhydrogenase&&sp|A7ZUI2|STHA_ECO24 Soluble pyridine nucleotide transhydrogenase OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=sthA PE=3 SV=1 && PF07992:Pyridine nucleotide-disulphide oxidoreductase|PF02852:Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain"
b0437,clpP,NC_000913.3,456677,457300,+,624,protein_coding,ATP-dependent Clp protease proteolytic subunit&&sp|A7ZIJ5|CLPP_ECO24 ATP-dependent Clp protease proteolytic subunit OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=clpP PE=3 SV=1 && PF00574:Clp protease
b3231,rplM,NC_000913.3,3378223,3378651,-,429,protein_coding,50S ribosomal subunit protein L13&&sp|A7ZSC5|RL13_ECO24 50S ribosomal protein L13 OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=rplM PE=3 SV=1 && PF00572:Ribosomal protein L13
